bowler,match_id,venue,batting_team,bowling_team,innings,striker
65.97990139438342,335982,46.291139240506325,46.895287958115176,46.69072164948454,1,11.301498823237955
46.56335062181284,335982,46.291139240506325,45.523316062176164,46.55208333333334,2,10.905102288794629
45.29981250633424,335983,47,45.19553072625698,48.34391534391535,1,17.246838578088582
53.29217558924034,335983,47,47.126315789473686,46.0223463687151,2,13.369047619047619
45.48026918832712,335984,46.7,46.0,46.60625,2,16.654996484720158
50.0297666934835,335984,46.7,45.19496855345912,47.379746835443036,1,9.951515151515151
40.906470152727884,335985,45.770270270270274,45.75369458128078,46.69072164948454,1,11.059026763990268
41.81859539818641,335985,45.770270270270274,45.523316062176164,43.91666666666666,2,11.248161764705884
46.56335062181284,335986,46.266233766233775,45.56,46.55208333333334,1,10.30279605263158
38.663773584905655,335986,46.266233766233775,46.895287958115176,43.04,2,10.990232627276106
45.48026918832712,335987,45.04255319148936,47.126315789473686,46.60625,1,12.76686507936508
45.29981250633424,335987,45.04255319148936,45.19496855345912,48.34391534391535,2,10.111212121212121
45.51176802861984,335988,47,45.56,47.379746835443036,1,10.30279605263158
39.99566037735848,335988,47,46.0,43.04,2,16.654996484720158
41.81859539818641,335989,46.567796610169495,45.19553072625698,43.91666666666666,1,15.999038708002526
53.29217558924034,335989,46.567796610169495,45.75369458128078,46.0223463687151,2,10.3654501216545
41.11837660520691,335990,47,45.56,46.60625,1,12.177796052631578
42.66377358490566,335990,47,45.19496855345912,43.04,2,13.160832462556598
41.81859539818641,335991,47,47.126315789473686,43.91666666666666,1,12.451388888888888
46.45757800651941,335991,47,45.75369458128078,48.34391534391535,2,12.4904501216545
41.044836459318496,335992,46.291139240506325,45.19496855345912,46.69072164948454,2,10.099791013584117
39.927489172211075,335992,46.291139240506325,45.523316062176164,46.60625,1,11.844657908895266
46.56335062181284,335993,46.567796610169495,45.19553072625698,46.55208333333334,2,17.833894230769232
59.52811705949355,335993,46.567796610169495,46.895287958115176,46.0223463687151,1,10.990232627276106
50.46258581034042,335994,42.3235294117647,45.56,43.91666666666666,2,14.455592105263158
37.30877613462519,335994,42.3235294117647,45.75369458128078,43.04,1,11.416024219461006
46.45757800651941,335995,47,46.0,48.34391534391535,1,17.24124736354012
44.795724140292016,335995,47,47.126315789473686,47.379746835443036,2,13.91673611111111
38.89275255995425,335996,46.291139240506325,45.19553072625698,46.69072164948454,1,17.246838578088582
53.29217558924034,335996,46.291139240506325,45.523316062176164,46.0223463687151,2,9.279411764705882
41.91533539373687,335997,46.266233766233775,46.895287958115176,43.91666666666666,1,10.114232627276106
46.56335062181284,335997,46.266233766233775,45.75369458128078,46.55208333333334,2,13.914285089026222
38.89275255995425,335998,46.7,46.0,46.69072164948454,1,16.654996484720158
52.14605673452706,335998,46.7,45.523316062176164,47.379746835443036,2,10.350726327116211
48.18849663056344,335999,47,45.56,48.34391534391535,1,14.29420426065163
37.30877613462519,335999,47,47.126315789473686,43.04,2,14.484375
43.35628636272907,336000,45.04255319148936,46.895287958115176,46.60625,2,14.587027103331451
43.922512966359626,336000,45.04255319148936,45.19496855345912,46.55208333333334,1,11.629280096793709
51.81095100159951,336001,46.567796610169495,45.19553072625698,47.379746835443036,1,14.9014652014652
47.45229331535936,336001,46.567796610169495,46.0,46.0223463687151,2,16.662968099861303
36.6048196617921,336002,47,45.56,46.69072164948454,1,16.204464285714288
37.40167634252539,336002,47,45.523316062176164,43.04,2,10.419715447154472
46.56335062181284,336003,47,47.126315789473686,46.55208333333334,1,12.367559523809524
42.06052272362294,336003,47,46.895287958115176,48.34391534391535,2,7.532224418093985
41.87420712720563,336004,42.3235294117647,46.0,43.91666666666666,2,14.881872363540118
52.14605673452706,336004,42.3235294117647,45.75369458128078,47.379746835443036,1,17.616666666666667
43.048558055628895,336005,45.04255319148936,45.19553072625698,46.60625,1,11.276097737712982
46.468830680536406,336005,45.04255319148936,45.19496855345912,46.0223463687151,2,14.843920145190562
39.935919560152605,336006,46.291139240506325,47.126315789473686,46.69072164948454,2,13.84672619047619
42.04034848241529,336006,46.291139240506325,45.523316062176164,48.34391534391535,1,11.619456079886884
40.5422351233672,336007,46.567796610169495,45.19553072625698,43.04,1,11.192745856684152
47.45229331535936,336007,46.567796610169495,45.56,46.0223463687151,2,11.802976190476192
43.43018749924832,336008,42.3235294117647,45.75369458128078,46.60625,2,17.616666666666667
41.81859539818641,336008,42.3235294117647,45.19496855345912,43.91666666666666,1,14.073475224110432
51.81095100159951,336009,46.7,45.19553072625698,47.379746835443036,2,14.471428571428572
50.444262757849174,336009,46.7,46.0,46.0223463687151,1,14.881872363540118
40.03969429009556,336010,46.266233766233775,46.895287958115176,46.69072164948454,1,8.060836627140976
45.39484069289245,336010,46.266233766233775,45.523316062176164,46.55208333333334,2,9.955729166666668
39.927489172211075,336011,45.04255319148936,45.56,46.60625,1,16.204464285714288
42.406676342525394,336011,45.04255319148936,45.19496855345912,43.04,2,12.8662486938349
37.49466109626266,336012,46.291139240506325,45.75369458128078,46.69072164948454,2,17.75952380952381
40.1753736171314,336012,46.291139240506325,45.523316062176164,43.91666666666666,1,8.569444444444445
48.18849663056344,336013,46.567796610169495,45.19553072625698,48.34391534391535,1,12.023761991184859
50.444262757849174,336013,46.567796610169495,47.126315789473686,46.0223463687151,2,13.92671130952381
40.31592794140047,336014,47,45.56,46.55208333333334,2,11.482500000000002
39.90167634252539,336014,47,46.895287958115176,43.04,1,11.594824016563146
42.72396666731871,336015,45.04255319148936,46.0,46.60625,1,16.662968099861303
42.96497796108914,336015,45.04255319148936,45.19496855345912,47.379746835443036,2,11.399791013584116
38.89275255995425,336016,47,47.126315789473686,46.69072164948454,2,12.770089285714286
42.91500029300025,336016,47,45.523316062176164,48.34391534391535,1,9.934293478260871
42.40288446313959,336017,46.266233766233775,46.0,46.55208333333334,2,13.348348513362788
50.31531055532418,336017,46.266233766233775,46.895287958115176,47.379746835443036,1,11.185714285714287
41.87420712720563,336018,45.770270270270274,45.19553072625698,43.91666666666666,1,12.023761991184859
50.444262757849174,336018,45.770270270270274,45.75369458128078,46.0223463687151,2,17.75952380952381
43.10645514658139,336019,47,47.126315789473686,46.60625,1,12.770089285714286
45.373681815748625,336019,47,45.19496855345912,48.34391534391535,2,8.841666666666665
44.795724140292016,336020,46.7,45.56,47.379746835443036,2,15.69186507936508
42.25652083765291,336020,46.7,46.0,43.04,1,16.654996484720158
41.87420712720563,336021,45.770270270270274,46.895287958115176,43.91666666666666,1,9.840227743271223
46.47486854706074,336021,45.770270270270274,45.75369458128078,46.55208333333334,2,13.211878693083072
48.18849663056344,336022,46.7,46.0,48.34391534391535,1,16.662968099861303
62.370832721930704,336022,46.7,47.126315789473686,47.379746835443036,2,11.71958116883117
40.906470152727884,336023,45.04255319148936,45.19496855345912,46.69072164948454,1,14.843920145190562
38.9393988959313,336023,45.04255319148936,45.523316062176164,46.60625,2,9.629872746553554
43.638786543474446,336024,47,45.56,43.91666666666666,2,12.214880952380952
46.7097651456142,336024,47,45.75369458128078,43.04,1,12.83968253968254
45.48773035766397,336025,46.266233766233775,45.19553072625698,46.55208333333334,2,14.28076923076923
46.468830680536406,336025,46.266233766233775,46.895287958115176,46.0223463687151,1,11.683618012422361
39.935919560152605,336026,46.291139240506325,46.0,46.69072164948454,2,16.662968099861303
50.31531055532418,336026,46.291139240506325,45.523316062176164,47.379746835443036,1,10.878048780487804
39.927489172211075,336027,46.266233766233775,46.895287958115176,46.60625,1,12.244824016563149
43.922512966359626,336027,46.266233766233775,45.19496855345912,46.55208333333334,2,14.338626739261947
53.004641909814325,336028,45.770270270270274,47.126315789473686,43.91666666666666,1,13.055059523809524
48.18849663056344,336028,45.770270270270274,45.75369458128078,48.34391534391535,2,18.526862026862027
37.39088636631971,336029,46.567796610169495,45.19553072625698,46.69072164948454,2,14.28076923076923
46.468830680536406,336029,46.567796610169495,45.523316062176164,46.0223463687151,1,13.286820099858607
49.01682946682947,336031,47,45.56,48.34391534391535,1,16.204464285714288
44.76381919966825,336031,47,47.126315789473686,43.04,2,12.265625
49.36394654863982,336032,46.7,46.0,43.91666666666666,2,14.424580696873452
53.875983556697996,336032,46.7,45.75369458128078,47.379746835443036,1,17.75952380952381
40.623801832257385,336033,46.567796610169495,45.19553072625698,46.60625,2,13.605725853094276
47.45229331535936,336033,46.567796610169495,45.19496855345912,46.0223463687151,1,14.843920145190562
38.89275255995425,336034,46.291139240506325,45.56,46.69072164948454,2,13.42154605263158
39.7666763425254,336034,46.291139240506325,45.523316062176164,43.04,1,10.493961352657005
39.76760798897703,336035,46.266233766233775,47.126315789473686,46.55208333333334,1,12.367559523809524
42.69749133955815,336035,46.266233766233775,46.895287958115176,48.34391534391535,2,11.412784679089029
40.56837597986794,336036,45.04255319148936,45.75369458128078,46.60625,1,17.75952380952381
40.1753736171314,336036,45.04255319148936,45.19496855345912,43.91666666666666,2,14.062699362041467
41.022235123367196,336037,47,45.19553072625698,43.04,2,13.605725853094276
46.468830680536406,336037,47,45.56,46.0223463687151,1,10.643898809523812
39.927489172211075,336038,45.770270270270274,46.0,46.60625,2,14.105518216035346
52.14605673452706,336038,45.770270270270274,45.19496855345912,47.379746835443036,1,14.843920145190562
47.134229615779724,336039,45.770270270270274,45.19553072625698,48.34391534391535,2,14.72001156737999
43.52467499914548,336039,45.770270270270274,47.126315789473686,46.0223463687151,1,11.360067640692641
39.777138618288745,336040,42.3235294117647,45.19553072625698,46.60625,1,14.72001156737999
46.468830680536406,336040,42.3235294117647,45.19496855345912,46.0223463687151,2,14.048245614035089
40.64542649402616,392181,42.42857142857143,45.19553072625698,43.91666666666666,2,17.230856889820707
49.585007072135774,392181,42.42857142857143,45.75369458128078,46.0223463687151,1,17.386033624495163
40.08462458094961,392182,42.42857142857143,45.19496855345912,46.69072164948454,2,11.296960072595281
46.29453829752338,392182,42.42857142857143,45.523316062176164,46.60625,1,13.950551080613469
46.338934872813496,392183,42.42857142857143,46.0,48.34391534391535,2,16.662968099861303
48.88711598144923,392183,42.42857142857143,47.126315789473686,47.379746835443036,1,13.208333333333332
42.4738919121007,392184,42.42857142857143,45.56,46.55208333333334,2,13.42154605263158
39.463936186531676,392184,42.42857142857143,46.895287958115176,43.04,1,12.275432122225599
40.82982357589913,392185,44.78571428571429,45.19553072625698,46.69072164948454,1,17.833894230769232
47.33651487465952,392185,44.78571428571429,45.523316062176164,46.0223463687151,2,10.137712197216434
45.38259460806714,392186,45.93333333333333,47.126315789473686,46.55208333333334,1,12.680555555555555
42.20875816262272,392186,45.93333333333333,46.895287958115176,48.34391534391535,2,14.388039044289044
39.946258274359,392188,42.42857142857143,45.56,46.69072164948454,1,14.29420426065163
39.463936186531676,392188,42.42857142857143,45.523316062176164,43.04,2,14.660604112603277
43.570592723378454,392189,45.93333333333333,45.19553072625698,47.379746835443036,2,15.974475853094276
51.25238615599464,392189,45.93333333333333,46.0,46.0223463687151,1,13.929426123101383
41.734472049689444,392190,42.42857142857143,46.895287958115176,46.60625,2,12.266826923076925
52.61538461538462,392190,42.42857142857143,46.895287958115176,46.60625,3,17.900240384615387
46.77345419399631,392190,42.42857142857143,45.19496855345912,46.55208333333334,1,12.753000123314965
40.88135593220339,392190,42.42857142857143,45.19496855345912,46.55208333333334,4,11.93939393939394
